Employee_ID,First Name,Last Name,Doctor_Availability_Date,Doctor_Availability_Time,Specialization
306468004,Lincoln,BARNES,6-Apr,12:30:00,Neuro
306561234,Penelope,FISHER,6-Apr,15:50:00,Neuro
306621789,Evan,HENDERSON,6-Apr,11:30:00,Neuro
306628397,Dominic,COLEMAN,6-Apr,12:10:00,Neuro
306937053,Austin,SIMMONS,6-Apr,10:30:00,Neuro
307132353,Gavin,PATTERSON,6-Apr,13:10:00,Neuro
307184892,Nolan,JORDAN,6-Apr,15:00:00,Neuro
307219387,Riley,REYNOLDS,7-Apr,15:00:00,Neuro
307354030,Leah,HAMILTON,7-Apr,13:40:00,Neuro
307386350,Audrey,GRAHAM,7-Apr,14:50:00,Neuro
307569751,Savannah,KIM,7-Apr,11:30:00,Neuro
307727765,Parker,GONZALES,7-Apr,8:30:00,Neuro
307741537,Adam,ALEXANDER,7-Apr,13:00:00,Neuro
307764057,Chase,RAMOS,7-Apr,14:00:00,Neuro
307906541,Allison,WALLACE,7-Apr,13:20:00,Neuro
308111628,Jace,GRIFFIN,7-Apr,10:00:00,Neuro
308339980,Samantha,WEST,7-Apr,12:30:00,Neuro
308368164,Nora,COLE,7-Apr,12:30:00,Neuro
308750436,Ian,HAYES,7-Apr,11:00:00,Neuro
308834491,Skylar,CHAVEZ,7-Apr,13:50:00,Neuro
309025938,Camila,GIBSON,7-Apr,12:20:00,Neuro
309172177,Cooper,BRYANT,7-Apr,14:20:00,Neuro
309187846,Easton,ELLIS,8-Apr,13:40:00,Neuro
309465525,Kevin,STEVENS,8-Apr,15:00:00,Neuro
309527804,Jose,MURRAY,8-Apr,13:30:00,Neuro
309735670,Tyler,FORD,8-Apr,13:00:00,Neuro
310303959,Anna,MARSHALL,8-Apr,10:00:00,Neuro
310633997,Brandon,OWENS,10-Apr,14:00:00,Neuro
310636441,Asher,MCDONALD,10-Apr,18:00:00,Neuro
310738695,Paisley,HARRISON,10-Apr,18:30:00,Neuro
310951782,Jaxson,RUIZ,10-Apr,10:00:00,Neuro
311466554,Mateo,KENNEDY,10-Apr,11:30:00,Neuro
311548709,Jason,WELLS,10-Apr,13:00:00,Neuro
311762416,Ariana,ALVAREZ,10-Apr,17:20:00,Neuro
311785642,Ayden,WOODS,10-Apr,13:30:00,Neuro
311972587,Ellie,MENDOZA,10-Apr,10:00:00,Neuro
312220102,Aaliyah,CASTILLO,10-Apr,17:10:00,Neuro
312266675,Zachary,OLSON,10-Apr,8:00:00,Neuro
312325565,Claire,WEBB,10-Apr,15:30:00,Neuro
312343159,Violet,WASHINGTON,10-Apr,16:20:00,Neuro
313199385,Stella,TUCKER,11-Apr,17:30:00,Neuro
314303518,Sadie,FREEMAN,11-Apr,14:30:00,Neuro
314506629,Carson,BURNS,11-Apr,18:00:00,Neuro
314652382,Mila,HENRY,11-Apr,8:20:00,Neuro
314716233,Xavier,VASQUEZ,11-Apr,15:30:00,Neuro
314819528,Gabriella,SNYDER,11-Apr,18:30:00,Neuro
314855255,Leo,SIMPSON,11-Apr,11:40:00,Neuro
314864297,Lucy,CRAWFORD,11-Apr,15:00:00,Neuro
315021242,Arianna,JIMENEZ,11-Apr,12:00:00,Neuro
316025912,Kennedy,PORTER,11-Apr,19:00:00,Neuro
316227296,Sarah,MASON,11-Apr,16:30:00,Neuro
316391924,Madelyn,SHAW,11-Apr,10:00:00,Neuro
317469184,Eleanor,GORDON,11-Apr,12:00:00,Neuro
317809458,Kaylee,WAGNER,11-Apr,13:00:00,Neuro
317904170,Caroline,HUNTER,11-Apr,14:10:00,Neuro
318304532,Ezra,ROMERO,11-Apr,10:20:00,Neuro
318592730,Bentley,HICKS,12-Apr,11:00:00,Neuro
318639200,Hazel,DIXON,12-Apr,10:00:00,Neuro
319204550,Sawyer,HUNT,12-Apr,16:30:00,Neuro
319284643,Hailey,PALMER,12-Apr,12:00:00,Neuro
319295332,Kayden,ROBERTSON,12-Apr,17:40:00,Neuro
319740707,Blake,BLACK,12-Apr,13:00:00,Neuro
319881193,Nathaniel,HOLMES,12-Apr,15:30:00,Neuro
320029256,Genesis,STONE,13-Apr,18:00:00,Neuro
320279293,Kylie,MEYER,13-Apr,11:50:00,Neuro
320300350,Ryder,BOYD,13-Apr,13:00:00,Neuro
320596872,Theodore,MILLS,13-Apr,11:00:00,Neuro
320599923,Autumn,WARREN,13-Apr,16:30:00,Neuro
320606217,Piper,FOX,13-Apr,15:00:00,Neuro
320636131,Maya,ROSE,13-Apr,16:20:00,Neuro
320650307,Elias,RICE,13-Apr,14:00:00,Neuro
321369231,Nevaeh,MORENO,13-Apr,9:00:00,Neuro
321756558,Serenity,SCHMIDT,13-Apr,13:00:00,Neuro
322423174,Peyton,PATEL,14-Apr,13:30:00,Neuro
322439990,Tristan,FERGUSON,14-Apr,11:30:00,Neuro
322523436,Roman,NICHOLS,14-Apr,10:00:00,Neuro
323229106,Mackenzie,HERRERA,14-Apr,12:30:00,Neuro
323242790,Leonardo,MEDINA,14-Apr,10:30:00,Neuro
323438913,Bella,RYAN,14-Apr,11:00:00,Neuro
324266640,Camden,FERNANDEZ,14-Apr,15:30:00,Neuro
324684580,Eva,WEAVER,16-Apr,11:30:00,Neuro
324887734,Taylor,DANIELS,17-Apr,13:30:00,Neuro
325462190,Naomi,STEPHENS,17-Apr,19:00:00,Neuro
325658560,Brody,GARDNER,17-Apr,11:00:00,Neuro
325683306,Luis,PAYNE,17-Apr,16:00:00,Neuro
325954996,Miles,KELLEY,17-Apr,16:10:00,Neuro
325962257,Micah,DUNN,17-Apr,16:50:00,Neuro
326082487,Vincent,PIERCE,17-Apr,16:00:00,Neuro
326161564,Justin,ARNOLD,17-Apr,17:00:00,Neuro
326574411,Aubree,TRAN,17-Apr,10:00:00,Neuro
326876192,Aurora,SPENCER,17-Apr,17:30:00,Neuro
326885152,Greyson,PETERS,17-Apr,17:00:00,Neuro
326979430,Declan,HAWKINS,17-Apr,10:00:00,Neuro
327193945,Maxwell,GRANT,17-Apr,13:00:00,Neuro
327243363,Juan,HANSEN,18-Apr,13:00:00,Neuro
327455869,Melanie,CASTRO,18-Apr,12:00:00,Neuro
327630330,Cole,HOFFMAN,18-Apr,17:00:00,Neuro
328011357,Lydia,HART,18-Apr,12:40:00,Neuro
328205875,Damian,ELLIOTT,18-Apr,12:00:00,Neuro
328415391,Brianna,CUNNINGHAM,18-Apr,14:00:00,Neuro
329127297,Ruby,KNIGHT,18-Apr,19:00:00,Neuro
329174056,Katherine,BRADLEY,19-Apr,16:00:00,Neuro
329541503,Ashley,CARROLL,19-Apr,18:00:00,Neuro
329670577,Carlos,HUDSON,19-Apr,17:10:00,Neuro
329703516,Max,DUNCAN,19-Apr,19:00:00,Neuro
329887910,Alexis,ARMSTRONG,19-Apr,17:30:00,Neuro
329981776,Alice,BERRY,19-Apr,10:00:00,Neuro
330376830,Cora,ANDREWS,19-Apr,12:20:00,Neuro
330803072,Julia,JOHNSTON,19-Apr,14:00:00,Neuro
331004675,Harrison,RAY,19-Apr,19:00:00,Neuro
331177703,Madeline,LANE,19-Apr,11:00:00,Neuro
331177714,Weston,RILEY,19-Apr,15:50:00,Neuro
331259725,Faith,CARPENTER,19-Apr,13:00:00,Neuro
331271904,Brantley,PERKINS,19-Apr,11:10:00,Neuro
331308914,Braxton,AGUILAR,19-Apr,12:10:00,Neuro
331786748,Annabelle,SILVA,19-Apr,12:00:00,Neuro
331804452,Alyssa,RICHARDS,19-Apr,13:00:00,Neuro
332568551,Axel,WILLIS,19-Apr,17:30:00,Neuro
333180061,Diego,MATTHEWS,19-Apr,13:00:00,Neuro
333206289,Abel,CHAPMAN,19-Apr,14:10:00,Neuro
333246187,Wesley,LAWRENCE,20-Apr,13:00:00,Neuro
333263435,Santiago,GARZA,20-Apr,12:00:00,Neuro
333710667,Isabelle,VARGAS,20-Apr,9:00:00,Neuro
333903271,Vivian,WATKINS,20-Apr,16:30:00,Neuro
334235181,Jesus,WHEELER,20-Apr,10:00:00,Neuro
334256223,Gianna,LARSON,20-Apr,15:00:00,Neuro
334264405,Silas,CARLSON,20-Apr,15:50:00,Neuro
334503000,Giovanni,HARPER,20-Apr,12:00:00,Neuro
334989259,Bryce,GEORGE,20-Apr,17:30:00,Neuro
335029050,Jayce,GREENE,20-Apr,11:00:00,Neuro
335047649,Bryson,BURKE,20-Apr,10:00:00,Neuro
335364882,Alex,GUZMAN,20-Apr,15:40:00,Neuro
335545504,Quinn,MORRISON,20-Apr,14:00:00,Neuro
335709058,Clara,MUNOZ,21-Apr,15:30:00,Neuro
335744614,Reagan,JACOBS,21-Apr,15:10:00,Neuro
335862325,Everett,OBRIEN,21-Apr,15:20:00,Neuro
335875911,George,LAWSON,21-Apr,11:30:00,Neuro
335989871,Eric,FRANKLIN,21-Apr,15:10:00,Neuro
336141475,Ivan,LYNCH,21-Apr,9:00:00,Neuro
336347946,Emmett,BISHOP,21-Apr,14:00:00,Neuro
336353151,Kaiden,CARR,21-Apr,12:00:00,Neuro
336435697,Ashton,SALAZAR,21-Apr,9:00:00,Neuro
336477530,Khloe,AUSTIN,21-Apr,11:00:00,Neuro
336599882,Alexandra,MENDEZ,21-Apr,8:00:00,Neuro
336683524,Hadley,GILBERT,21-Apr,8:00:00,Neuro
336689375,Eliana,JENSEN,21-Apr,9:00:00,Neuro
336834650,Kingston,WILLIAMSON,21-Apr,10:20:00,Neuro
336860594,Sophie,MONTGOMERY,21-Apr,10:00:00,Neuro
337021781,London,HARVEY,21-Apr,11:00:00,Neuro
337056601,Jonah,OLIVER,21-Apr,10:00:00,Neuro
337288863,Elena,HOWELL,21-Apr,8:00:00,Neuro
337402021,Jameson,DEAN,22-Apr,12:00:00,Neuro
337462979,Kimberly,HANSON,22-Apr,13:40:00,Neuro
337571576,Kai,WEBER,22-Apr,14:40:00,Neuro
337710261,Bailey,GARRETT,22-Apr,13:50:00,Neuro
337866370,Maria,SIMS,22-Apr,12:00:00,Neuro
338057689,Luna,BURTON,22-Apr,10:00:00,Neuro
338137227,Willow,FULLER,24-Apr,16:00:00,Neuro
338761996,Jasmine,SOTO,24-Apr,16:40:00,Neuro
338828953,Maddox,MCCOY,24-Apr,13:20:00,Neuro
339440515,Timothy,WELCH,24-Apr,9:10:00,Neuro
339462921,Kinsley,CHEN,24-Apr,11:00:00,Neuro
339532909,Ezekiel,SCHULTZ,24-Apr,14:10:00,Neuro
340368403,Valentina,WALTERS,24-Apr,17:10:00,Neuro
340769953,Ryker,REID,24-Apr,13:30:00,Neuro
340779800,Emmanuel,FIELDS,24-Apr,12:10:00,Neuro
341036067,Kayla,WALSH,24-Apr,13:00:00,Neuro
341232718,Hayden,LITTLE,24-Apr,12:00:00,Neuro
341329033,Antonio,FOWLER,25-Apr,13:30:00,Neuro
341691394,Delilah,BOWMAN,25-Apr,14:00:00,Neuro
341776037,Andrea,DAVIDSON,25-Apr,9:50:00,Neuro
342115564,Bennett,MAY,25-Apr,14:00:00,Neuro
342138881,Steven,DAY,25-Apr,15:00:00,Neuro
342548956,Natalia,SCHNEIDER,25-Apr,10:50:00,Neuro
342602105,Lauren,NEWMAN,25-Apr,11:40:00,Neuro
342699962,Morgan,BREWER,25-Apr,10:00:00,Neuro
342792525,Rylee,LUCAS,25-Apr,16:00:00,Neuro
343200656,Richard,HOLLAND,25-Apr,19:00:00,Neuro
343555245,Sydney,WONG,26-Apr,10:00:00,Neuro
343638336,Jude,BANKS,26-Apr,11:30:00,Neuro
343889987,Adalynn,SANTOS,26-Apr,12:30:00,Neuro
344065205,Mary,CURTIS,26-Apr,16:00:00,Neuro
344176018,Luca,PEARSON,26-Apr,16:30:00,Neuro
344186162,Ximena,DELGADO,26-Apr,13:00:00,Neuro
344542975,Edward,VALDEZ,26-Apr,18:30:00,Neuro
345445479,Joel,PENA,26-Apr,17:30:00,Neuro
345542655,Victor,RIOS,26-Apr,12:00:00,Neuro
346184215,Miguel,DOUGLAS,26-Apr,10:50:00,Neuro
346453382,Jade,SANDOVAL,26-Apr,12:00:00,Neuro
346513173,Liliana,BARRETT,26-Apr,15:00:00,Neuro
346997126,Malachi,HOPKINS,26-Apr,18:20:00,Neuro
347310316,King,KELLER,26-Apr,10:40:00,Neuro
347393479,Patrick,GUERRERO,26-Apr,11:20:00,Neuro
347400507,Brielle,STANLEY,26-Apr,17:30:00,Neuro
347411942,Kaleb,BATES,27-Apr,14:10:00,Neuro
347418999,Ivy,ALVARADO,27-Apr,18:20:00,Neuro
347803339,Trinity,BECK,27-Apr,10:00:00,Neuro
348530331,Bryan,ORTEGA,27-Apr,13:10:00,Neuro
348543978,Josephine,WADE,27-Apr,9:00:00,Neuro
348684697,Alan,ESTRADA,27-Apr,17:30:00,Neuro
349079731,Adalyn,CONTRERAS,27-Apr,12:00:00,Neuro
349276209,Jocelyn,BARNETT,27-Apr,12:00:00,Neuro
349442137,Marcus,CALDWELL,27-Apr,11:00:00,Neuro
350480010,Preston,SANTIAGO,27-Apr,14:30:00,Neuro
350642635,Abraham,LAMBERT,27-Apr,15:30:00,Neuro
350962117,Calvin,POWERS,27-Apr,15:40:00,Neuro
351091731,Colin,CHAMBERS,27-Apr,17:10:00,Neuro
351184863,Emery,NUNEZ,27-Apr,11:10:00,Neuro
351331194,Adeline,CRAIG,27-Apr,9:00:00,Neuro
351707231,Bradley,LEONARD,27-Apr,16:30:00,Neuro
351727428,Jeremy,LOWE,27-Apr,10:00:00,Neuro
351939099,Kyle,RHODES,28-Apr,13:00:00,Neuro
351986992,Graham,BYRD,28-Apr,15:00:00,Neuro
352000376,Jordyn,GREGORY,28-Apr,10:20:00,Neuro
352041837,Grant,SHELTON,28-Apr,13:50:00,Neuro
352199775,Ariel,FRAZIER,28-Apr,9:20:00,Neuro
352247139,Jesse,BECKER,28-Apr,11:30:00,Neuro
352509417,Kaden,MALDONADO,28-Apr,8:30:00,Neuro
352670055,Everly,FLEMING,28-Apr,10:20:00,Neuro
352683833,Alejandro,VEGA,28-Apr,16:00:00,Neuro
353372460,Lilly,SUTTON,28-Apr,14:00:00,Neuro
353573707,Oscar,COHEN,28-Apr,9:00:00,Neuro
353603279,Paige,JENNINGS,28-Apr,15:20:00,Neuro
353642901,Jase,PARKS,29-Apr,9:50:00,Neuro
353665650,Karter,MCDANIEL,29-Apr,10:50:00,Neuro
354051766,Isla,WATTS,1-May,15:30:00,Neuro
354655665,Lyla,BARKER,1-May,15:00:00,Neuro
354850853,Maverick,NORRIS,1-May,18:00:00,Neuro
354972939,Aidan,VAUGHN,1-May,10:00:00,Neuro
354974729,Makayla,VAZQUEZ,1-May,18:50:00,Neuro
355524910,Molly,HOLT,1-May,10:50:00,Neuro
355554941,Tucker,SCHWARTZ,1-May,17:50:00,Neuro
355709084,Emilia,STEELE,1-May,10:00:00,Neuro
355940964,Avery,BENSON,1-May,10:00:00,Neuro
356618664,Amir,NEAL,1-May,11:00:00,Neuro
356968629,Brian,DOMINGUEZ,1-May,18:00:00,Neuro
357218860,Mya,HORTON,1-May,17:00:00,Neuro
357404131,Kendall,TERRY,2-May,13:00:00,Neuro
357421934,Iker,WOLFE,2-May,13:50:00,Neuro
357467791,Melody,HALE,2-May,15:40:00,Neuro
357577420,Matteo,LYONS,2-May,17:20:00,Neuro
357828853,Isabel,GRAVES,2-May,15:30:00,Neuro
358055270,Brooke,HAYNES,2-May,12:00:00,Neuro
358207332,Caden,MILES,2-May,16:30:00,Neuro
359891723,Zayden,PARK,2-May,13:00:00,Neuro
359917414,Mckenzie,WARNER,3-May,10:00:00,Neuro
360593530,Nicole,PADILLA,3-May,19:00:00,Neuro
361231506,Payton,BUSH,3-May,17:00:00,Neuro
362179828,Margaret,THORNTON,3-May,11:00:00,Neuro
362348516,Mariah,MCCARTHY,3-May,12:00:00,Neuro
362949845,Riley,MANN,3-May,9:00:00,Trauma
363201632,August,ZIMMERMAN,3-May,15:30:00,Trauma
363282253,Eden,ERICKSON,3-May,17:50:00,Trauma
363306776,Mark,FLETCHER,3-May,13:00:00,Trauma
363317633,Maximus,MCKINNEY,3-May,13:00:00,Trauma
363360636,Athena,PAGE,3-May,14:30:00,Trauma
363448251,Amy,DAWSON,3-May,10:40:00,Trauma
363451838,Norah,JOSEPH,3-May,10:00:00,Trauma
363486802,Brady,MARQUEZ,3-May,11:00:00,Trauma
363486833,Kenneth,REEVES,3-May,15:10:00,Trauma
363590051,Paul,KLEIN,3-May,16:30:00,Trauma
363738376,Londyn,ESPINOZA,3-May,19:00:00,Trauma
363992049,Jaden,BALDWIN,4-May,12:30:00,Trauma
363998953,Nicolas,MORAN,4-May,14:00:00,Trauma
364017607,Valeria,LOVE,4-May,11:00:00,Trauma
364159440,Beau,ROBBINS,4-May,17:00:00,Trauma
364165557,Sara,HIGGINS,4-May,8:50:00,Trauma
364183992,Aliyah,BALL,4-May,8:00:00,Trauma
364191819,Angelina,CORTEZ,4-May,9:50:00,Trauma
364204209,Gracie,LE,4-May,8:00:00,Trauma
364234221,Dean,GRIFFITH,4-May,10:40:00,Trauma
364252504,Rose,BOWEN,4-May,12:00:00,Trauma
364267763,Jake,SHARP,4-May,13:30:00,Trauma
364500115,Peter,CUMMINGS,4-May,16:40:00,Trauma
364502063,Xander,RAMSEY,4-May,17:30:00,Trauma
364733950,Rachel,HARDY,4-May,11:00:00,Trauma
364738545,Juliana,SWANSON,4-May,10:00:00,Trauma
364740856,Elliot,BARBER,4-May,12:40:00,Trauma
364762290,Laila,ACOSTA,4-May,16:00:00,Trauma
364899325,Finn,LUNA,4-May,16:20:00,Trauma
364901807,Brooklynn,CHANDLER,4-May,17:50:00,Trauma
364904019,Valerie,BLAIR,4-May,11:40:00,Trauma
365152940,Derek,DANIEL,4-May,12:30:00,Trauma
365235835,Sean,CROSS,4-May,13:10:00,Trauma
365724094,Cayden,SIMON,4-May,14:30:00,Trauma
366195670,Elliott,DENNIS,4-May,14:00:00,Trauma
366247306,Alina,OCONNOR,4-May,9:00:00,Trauma
366562751,Jax,QUINN,4-May,15:10:00,Trauma
366626332,Reese,GROSS,5-May,13:40:00,Trauma
366869252,Jasper,NAVARRO,5-May,11:20:00,Trauma
367003839,Elise,MOSS,5-May,13:30:00,Trauma
367242040,Lorenzo,FITZGERALD,5-May,10:10:00,Trauma
367287593,Omar,DOYLE,5-May,10:20:00,Trauma
367623543,Eliza,MCLAUGHLIN,5-May,12:00:00,Trauma
367706767,Beckett,ROJAS,5-May,12:50:00,Trauma
368494609,Alaina,RODGERS,5-May,11:00:00,Trauma
368677368,Rowan,STEVENSON,5-May,9:00:00,Trauma
368948250,Raelynn,SINGH,5-May,10:20:00,Trauma
369111608,Leilani,YANG,5-May,10:00:00,Trauma
369266386,Catherine,FIGUEROA,5-May,14:40:00,Trauma
369692259,Emerson,HARMON,5-May,14:00:00,Trauma
369820957,Gael,NEWTON,5-May,11:20:00,Trauma
369838631,Cecilia,PAUL,5-May,13:20:00,Trauma
369849199,Corbin,MANNING,5-May,14:00:00,Trauma
369970819,Genevieve,GARNER,5-May,15:10:00,Trauma
370139302,Daisy,MCGEE,5-May,12:40:00,Trauma
370144476,Waylon,REESE,5-May,15:00:00,Trauma
370406465,Harmony,FRANCIS,5-May,10:50:00,Trauma
370697773,Myles,BURGESS,5-May,8:40:00,Trauma
370899391,Vanessa,ADKINS,5-May,14:30:00,Trauma
370901726,Adriana,GOODMAN,5-May,15:40:00,Trauma
371338715,Presley,CURRY,5-May,13:00:00,Trauma
372283316,Rebecca,BRADY,5-May,8:00:00,Trauma
372513032,Destiny,CHRISTENSEN,5-May,9:30:00,Trauma
372648912,Hayden,POTTER,6-May,13:00:00,Trauma
373185673,Tanner,WALTON,6-May,14:00:00,Trauma
373203236,Jorge,GOODWIN,6-May,15:00:00,Trauma
373236724,Julianna,MULLINS,6-May,14:00:00,Trauma
373311252,Michelle,MOLINA,8-May,17:00:00,Trauma
373342398,Javier,WEBSTER,8-May,11:10:00,Trauma
373454750,Zion,FISCHER,8-May,16:00:00,Trauma
373493387,Adelyn,CAMPOS,8-May,10:10:00,Trauma
373515261,Arabella,AVILA,8-May,17:00:00,Trauma
373563219,Summer,SHERMAN,8-May,18:00:00,Trauma
373714084,Andres,TODD,8-May,13:30:00,Trauma
373849969,Callie,CHANG,8-May,14:20:00,Trauma
373903654,Charlie,BLAKE,8-May,15:40:00,Trauma
374151636,Paxton,MALONE,8-May,14:30:00,Trauma
374211477,Emiliano,WOLF,8-May,9:20:00,Trauma
374308914,Kaitlyn,HODGES,8-May,12:50:00,Trauma
374791544,Brooks,JUAREZ,8-May,14:50:00,Trauma
375239755,Zane,GILL,8-May,11:00:00,Trauma
375295479,Ryleigh,FARMER,8-May,17:00:00,Trauma
375380948,Lila,HINES,8-May,17:30:00,Trauma
376183339,Daniela,GALLAGHER,8-May,18:50:00,Trauma
376197239,Arya,DURAN,8-May,10:40:00,Trauma
376202925,Simon,HUBBARD,9-May,10:40:00,Trauma
376374689,Judah,CANNON,9-May,11:10:00,Trauma
376412660,Alana,MIRANDA,9-May,12:40:00,Trauma
376413870,Esther,WANG,9-May,12:00:00,Trauma
376436174,Griffin,SAUNDERS,9-May,12:50:00,Trauma
376510438,Finley,TATE,9-May,11:40:00,Trauma
376561911,Gabrielle,MACK,9-May,14:00:00,Trauma
377321278,Cody,HAMMOND,9-May,10:00:00,Trauma
377342622,Gunner,CARRILLO,9-May,16:50:00,Trauma
377677727,Jessica,TOWNSEND,9-May,15:50:00,Trauma
377704407,Dawson,WISE,9-May,17:20:00,Trauma
